"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name","Breed classification (adaptedness)","Breed classification (geographic)","Provision Uses","Regulation and Maintenance Uses","Cultural Uses","Description Of Specific Uses","Production environment/management systems","Literature related to uses and ecosystem services","Additional information","Additional information comments","Efabis cultural role comment","Efabis cultural value","Adaptability to specific environment","Specific resistance or tolerance","Specific reproductive characteristic","Special characteristic of product","Other special qualities","Reference for special qualities","Efabis genetic features","Efabis environmental role","Efabis adaptability to marginal land","Body conformation","Coat description","Coat quality","Comb type","Skin colour","Shank and foot colour","Plumage colour","Pattern within feather","Avian classification","Egg shell colour","Color comments","Efabis main colour","Efabis skin colour","Number of horns males","Number of horns females","Horn shape size and comments","Wither height males","Wither height females","Weight males","Weight females","Other specific visible traits","Herdbook","Herdbook established","Domestication status","Taxonomic classification","Description of origin","Year of origin","Import","Location within country","Eggs per year AVG","Eggs per year MIN","Eggs per year MAX","Egg weight","Wool or hair","Wool type","Fleece weight AVG","Fleece weight MIN","Fleece weight MAX","Fibre diam","Management system","Feeding of adults","Mobility","Milk per year AVG","Milk per year MIN","Milk per year MAX","Lactation length (day) AVG","Lactation length (day) MIN","Lactation length (day) MAX","Milk yield per lactation (kg) AVG","Milk yield per lactation (kg) MIN","Milk yield per lactation (kg) MAX","Milk fat AVG (%)","Milk fat MIN (%)","Milk fat MAX (%)","Milk per day (kg)","Number of lactations","Efabis milk protein AVG","Efabis milk protein MIN","Efabis milk protein MAX","Birth weight males","Birth weight females","Age maturity males","Age maturity females","Age breeding males","Age breeding females","Age first parturition (month) AVG","Age first parturition (month) MIN","Age first parturition (month) MAX","Parturition interval (day) AVG","Parturition interval (day) MIN","Parturition interval (day) MAX","Length productive life (years)","Daily gain","Carcass weight (kg)","Dressing percentage (%)","Performance data reference","Management conditions performance measured","Comments management conditions","Additional performance parameters","Litter size AVG","Litter size MIN","Litter size MAX","Local cryo conservation status","Local Risk","Detailed local risk status","Regional Transboundary Risk (detailed)","International Transboundary Risk (detailed)","A breeding programme is implemented for the breed","Animal identification","Breeding goal defined","Performance recording","Pedigree recording","Genetic evaluation (classic approach)","Genetic evaluation including genomic information","Management of genetic variation","Artificial insemination","Breeding method applied"
"Hungary","HUN","Pig","DanAvl","Hungarian","","","","Locally adapted","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Not at Risk","Not at Risk","","","","","","","","","","","",""
"Hungary","HUN","Pig","Dumeco","eng.","","","","Locally adapted","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Hungary","HUN","Pig","Duroc Sertés","hun.","","Duroc","Duroc","Locally adapted","International","Lard, Meat","Fertilizer","","","","","There are 231 animals of this breed under registration control, which is a share of 0.62% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","uni coloured: reddish brown","","","","","","","","","","lop forward ears","y","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Critical","","Not at Risk","","","","","","","","","",""
"Hungary","HUN","Pig","Hampshire Sertés","hun.","","Hampshire","Hampshire","Locally adapted","International","Lard, Meat","Fertilizer","","","","","","","","","","","","","","","","","","","","","","","","","","","","multi coloured: pied with white shoulder stripe and black nails","","","","","","","","","","small and erect ears","y","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Critical","","Endangered","","","","","","","","","",""
"Hungary","HUN","Pig","Hungahyb","","","","","","Local","","","","","","","There are 7070 animals of this breed under registration control, which is a share of 19.09% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Hungary","HUN","Pig","Hypor","Hungarian","","","","Locally adapted","Local","Lard, Meat","Fertilizer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Not at Risk","Not at Risk","","","","","","","","","","","",""
"Hungary","HUN","Pig","ISV Pannon hybrid","","","","","Locally adapted","Local","","","","","","","There are 8045 animals of this breed under registration control, which is a share of 21.72% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Hungary","HUN","Pig","Kahyb","","","Kahyb","","Locally adapted","Regional","Meat","","","","","","There are 7821 animals of this breed under registration control, which is a share of 21.11% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","indigenous breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","Unknown","","","","","","","","","","",""
"Hungary","HUN","Pig","Középtiszai hibridsertés","hun","","","","Locally adapted","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","2006","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Hungary","HUN","Pig","MNFxML F1","Hungarian","","","","Locally adapted","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Vulnerable","","","","","","","","","","","",""
"Hungary","HUN","Pig","Magyar Lapàly Sertés","hun.","","","Hungarian Landrace","Locally adapted","Local","Lard, Meat","Fertilizer","","","","","There are 3878 animals of this breed under registration control, which is a share of 9.93% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","uni coloured: white","","","","","","","","","","lop forward ears, yellow nails","y","","Domestic","Breed","Locally adapted breed. Landrace was created through selection for variety, involving the crossing of the mixed Hungarian stock with English and other large white and landrace varieties.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","held by small producers (1-2 sows or 4-5 porkers per holding)","","","","","No Material","Not at Risk","Not at Risk","","","","","","","","","","","",""
"Hungary","HUN","Pig","Magyar Nagyfehér Hùssertés","hun.","","Large White","MNF, Hungarian Large White","Locally adapted","International","Lard, Meat","Fertilizer","","","","","There are 5138 animals of this breed under registration control, which is a share of 13.87% of the total sow stock under central registration control.","","","","","","","meat","","","","","","","","","","","","","","","","uni coloured: white","","","","","","","","","","erect ears, yellow nails","y","","Domestic","Breed","Locally adapted breed. Hungarian Large White was created through selection for variety, involving the crossing of the mixed Hungarian stock with English and other large white and landrace varieties.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mainly held by small producers (1-2 sows or 4-5 porkers per holding)","","","","","No Material","Not at Risk","Not at Risk","","Not at Risk","","","","","","","","","",""
"Hungary","HUN","Pig","Pic hybrid","eng.","","PIC HY","","Locally adapted","International","","","","","","","There are 584 animals of this breed under registration control, which is a share of 1.58% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Not at Risk","Not at Risk","","Not at Risk","","","","","","","","","",""
"Hungary","HUN","Pig","Pietrain","fr.","","Pietrain","Pietrain Sertés","Locally adapted","International","Lard, Meat","Fertilizer","","","","","There are 135 animals of this breed under registration control, which is a share of 0.36% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","uni coloured: white or grey with spots","","","","","","","","","","erect or lop ears pointing forwards","y","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Critical","","Not at Risk","","","","","","","","","",""
"Hungary","HUN","Pig","Rattlerow Seghers hybrid","eng","","","","Locally adapted","Local","Lard, Meat","Fertilizer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","2007","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Not at Risk","Not at Risk","","","","","","","","","","","",""
"Hungary","HUN","Pig","Rattlerow hybrid","eng.","","","","Locally adapted","Local","","","","","","","There are 285 animals of this breed under registration control, which is a share of 0.92% of the total sow stock under central registration control.","not available from 2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Hungary","HUN","Pig","Red Mangalitsa","eng.","","Mangalitsa Red","Vörös mangalica","Native","Regional","Lard, Meat","Fertilizer","","","","","","","","","","","","The fat of Mangalitsa has gained popularity, as the fat contains unsaturated fatty acids.","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","Domestic","Breed","indigenous breed. Mangalitsa was created through the transformation of the varieties of Szalonta and Bakony kept in Hungary.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Vulnerable","Vulnerable","","","","","","","","","","",""
"Hungary","HUN","Pig","Seghers hybrid","eng.","","Seghers","","Locally adapted","International","Lard, Meat","Fertilizer","","","","","There are 1495 animals of this breed under registration control, which is a share of 4.04% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Unknown","","","","","","","","","",""
